type	latitude	longitude	altitude (m)	name
T	-15.653052359	-72.243392565	2194.9	
T	-15.653052359	-72.239355858	2407.3	
T	-15.653052359	-72.235319151	2684.3	
T	-15.653052359	-72.231282443	2976.5	
T	-15.653052359	-72.227245736	3306.3	
T	-15.653052359	-72.223209028	3292.7	
T	-15.653052359	-72.219172321	3172.3	
T	-15.653052359	-72.215135614	2921.7	
T	-15.653052359	-72.211098906	2721.0	
T	-15.653052359	-72.207062199	2666.4	
T	-15.653052359	-72.203025491	2700.6	
T	-15.653052359	-72.198988784	2766.2	
T	-15.653052359	-72.194952077	2829.2	
T	-15.653052359	-72.190915369	2742.1	
T	-15.653052359	-72.186878662	2831.3	
T	-15.653052359	-72.182841954	2932.3	
T	-15.653052359	-72.178805247	2717.7	
T	-15.653052359	-72.174768539	2434.2	
T	-15.653052359	-72.170731832	2286.0	
T	-15.653052359	-72.166695125	2142.2	
T	-15.653052359	-72.162658417	1924.8	
T	-15.653052359	-72.158621710	1756.8	
T	-15.653052359	-72.154585002	1735.3	
T	-15.653052359	-72.150548295	2079.9	
T	-15.653052359	-72.146511588	2325.9	
T	-15.653052359	-72.142474880	2432.4	
T	-15.653052359	-72.138438173	2759.0	
T	-15.653052359	-72.134401465	2965.0	
T	-15.653052359	-72.130364758	3311.5	
T	-15.653052359	-72.126328050	3352.2	
T	-15.653052359	-72.122291343	3383.1	
T	-15.653052359	-72.118254636	3428.7	
T	-15.653052359	-72.114217928	3442.7	
T	-15.653052359	-72.110181221	3453.9	
T	-15.653052359	-72.106144513	3453.0	
T	-15.653052359	-72.102107806	3603.3	
T	-15.653052359	-72.098071099	3629.2	
T	-15.653052359	-72.094034391	3596.0	
T	-15.653052359	-72.089997684	3712.4	
T	-15.653052359	-72.085960976	3777.0	
T	-15.653052359	-72.081924269	3799.5	
T	-15.653052359	-72.077887561	3876.6	
T	-15.653052359	-72.073850854	3903.6	
T	-15.653052359	-72.069814147	3941.0	
T	-15.653052359	-72.065777439	3963.4	
T	-15.653052359	-72.061740732	3935.5	
T	-15.653052359	-72.057704024	3902.3	
T	-15.653052359	-72.053667317	3892.4	
T	-15.653052359	-72.049630610	3875.3	
T	-15.653052359	-72.045593902	3801.3	
T	-15.653052359	-72.041557195	3807.9	
T	-15.653052359	-72.037520487	3851.0	
T	-15.653052359	-72.033483780	3884.9	
T	-15.653052359	-72.029447073	3911.7	
T	-15.653052359	-72.025410365	3922.2	
T	-15.653052359	-72.021373658	3976.4	
T	-15.653052359	-72.017336950	4047.1	
T	-15.653052359	-72.013300243	4102.4	
T	-15.653052359	-72.009263535	4158.7	
T	-15.653052359	-72.005226828	4189.2	
T	-15.653052359	-72.001190121	4165.4	
T	-15.653052359	-71.997153413	4146.6	
T	-15.653052359	-71.993116706	4253.3	
T	-15.653052359	-71.989079998	4269.0	
T	-15.653052359	-71.985043291	4182.2	
T	-15.653052359	-71.981006584	4137.1	
T	-15.653052359	-71.976969876	4052.4	
T	-15.653052359	-71.972933169	4019.4	
T	-15.653052359	-71.968896461	4147.8	
T	-15.653052359	-71.964859754	4146.4	
T	-15.653052359	-71.960823046	3838.9	
T	-15.653052359	-71.956786339	3635.7	
T	-15.653052359	-71.952749632	3717.8	
T	-15.653052359	-71.948712924	3772.3	
T	-15.653052359	-71.944676217	3878.6	
T	-15.653052359	-71.940639509	3956.8	
T	-15.653052359	-71.936602802	4037.8	
T	-15.649717832	-72.332200129	3075.5	
T	-15.649717832	-72.328163421	3176.3	
T	-15.649717832	-72.324126714	3296.7	
T	-15.649717832	-72.320090006	3230.2	
T	-15.649717832	-72.316053299	2803.9	
T	-15.649717832	-72.312016592	2582.9	
T	-15.649717832	-72.307979884	2498.3	
T	-15.649717832	-72.303943177	2628.5	
T	-15.649717832	-72.299906469	2836.1	
T	-15.649717832	-72.295869762	3072.4	
T	-15.649717832	-72.291833054	3226.5	
T	-15.649717832	-72.287796347	3305.1	
T	-15.649717832	-72.283759640	3133.6	
T	-15.649717832	-72.279722932	2986.0	
T	-15.649717832	-72.275686225	2665.8	
T	-15.649717832	-72.271649517	2394.3	
T	-15.649717832	-72.267612810	2289.3	
T	-15.649717832	-72.263576103	2154.3	
T	-15.649717832	-72.259539395	2143.8	
T	-15.649717832	-72.255502688	2149.8	
T	-15.649717832	-72.251465980	2149.2	
T	-15.649717832	-72.247429273	2160.2	
T	-15.649717832	-72.243392565	2203.0	
T	-15.649717832	-72.239355858	2386.8	
T	-15.649717832	-72.235319151	2622.8	
T	-15.649717832	-72.231282443	2991.8	
T	-15.649717832	-72.227245736	3225.2	
T	-15.649717832	-72.223209028	3449.8	
T	-15.649717832	-72.219172321	3309.9	
T	-15.649717832	-72.215135614	3151.8	
T	-15.649717832	-72.211098906	2980.5	
T	-15.649717832	-72.207062199	3054.2	
T	-15.649717832	-72.203025491	3010.1	
T	-15.649717832	-72.198988784	3044.0	
T	-15.649717832	-72.194952077	3039.9	
T	-15.649717832	-72.190915369	2918.9	
T	-15.649717832	-72.186878662	3137.6	
T	-15.649717832	-72.182841954	3110.2	
T	-15.649717832	-72.178805247	2882.9	
T	-15.649717832	-72.174768539	2707.7	
T	-15.649717832	-72.170731832	2505.9	
T	-15.649717832	-72.166695125	2323.3	
T	-15.649717832	-72.162658417	2230.1	
T	-15.649717832	-72.158621710	1979.1	
T	-15.649717832	-72.154585002	1647.5	
T	-15.649717832	-72.150548295	1882.8	
T	-15.649717832	-72.146511588	2017.6	
T	-15.649717832	-72.142474880	2336.7	
T	-15.649717832	-72.138438173	2588.0	
T	-15.649717832	-72.134401465	2963.8	
T	-15.649717832	-72.130364758	3251.1	
T	-15.649717832	-72.126328050	3331.6	
T	-15.649717832	-72.122291343	3372.1	
T	-15.649717832	-72.118254636	3410.0	
T	-15.649717832	-72.114217928	3417.2	
T	-15.649717832	-72.110181221	3429.6	
T	-15.649717832	-72.106144513	3427.2	
T	-15.649717832	-72.102107806	3508.8	
T	-15.649717832	-72.098071099	3510.8	
T	-15.649717832	-72.094034391	3534.4	
T	-15.649717832	-72.089997684	3585.9	
T	-15.649717832	-72.085960976	3607.5	
T	-15.649717832	-72.081924269	3683.5	
T	-15.649717832	-72.077887561	3831.5	
T	-15.649717832	-72.073850854	3851.8	
T	-15.649717832	-72.069814147	3884.6	
T	-15.649717832	-72.065777439	3915.7	
T	-15.649717832	-72.061740732	3877.9	
T	-15.649717832	-72.057704024	3883.9	
T	-15.649717832	-72.053667317	3852.8	
T	-15.649717832	-72.049630610	3836.9	
T	-15.649717832	-72.045593902	3777.3	
T	-15.649717832	-72.041557195	3754.0	
T	-15.649717832	-72.037520487	3801.2	
T	-15.649717832	-72.033483780	3831.4	
T	-15.649717832	-72.029447073	3872.6	
T	-15.649717832	-72.025410365	3856.9	
T	-15.649717832	-72.021373658	3926.3	
T	-15.649717832	-72.017336950	3972.4	
T	-15.649717832	-72.013300243	4012.7	
T	-15.649717832	-72.009263535	4068.5	
T	-15.649717832	-72.005226828	4055.7	
T	-15.649717832	-72.001190121	4056.6	
T	-15.649717832	-71.997153413	4147.3	
T	-15.649717832	-71.993116706	4127.5	
T	-15.649717832	-71.989079998	4148.9	
T	-15.649717832	-71.985043291	3948.2	
T	-15.649717832	-71.981006584	3902.6	
T	-15.649717832	-71.976969876	3813.4	
T	-15.649717832	-71.972933169	3792.4	
T	-15.649717832	-71.968896461	4004.5	
T	-15.649717832	-71.964859754	4091.5	
T	-15.649717832	-71.960823046	3827.5	
T	-15.649717832	-71.956786339	3618.0	
T	-15.649717832	-71.952749632	3710.2	
T	-15.649717832	-71.948712924	3812.1	
T	-15.649717832	-71.944676217	3930.6	
T	-15.649717832	-71.940639509	3987.4	
T	-15.649717832	-71.936602802	4049.6	
T	-15.646383306	-72.332200129	3286.1	
T	-15.646383306	-72.328163421	3370.3	
T	-15.646383306	-72.324126714	3344.7	
T	-15.646383306	-72.320090006	3003.1	
T	-15.646383306	-72.316053299	2738.0	
T	-15.646383306	-72.312016592	2616.6	
T	-15.646383306	-72.307979884	2544.7	
T	-15.646383306	-72.303943177	2695.2	
T	-15.646383306	-72.299906469	2864.1	
T	-15.646383306	-72.295869762	3076.6	
T	-15.646383306	-72.291833054	3241.3	
T	-15.646383306	-72.287796347	3131.0	
T	-15.646383306	-72.283759640	3018.6	
T	-15.646383306	-72.279722932	2952.4	
T	-15.646383306	-72.275686225	2724.5	
T	-15.646383306	-72.271649517	2507.5	
T	-15.646383306	-72.267612810	2340.3	
T	-15.646383306	-72.263576103	2217.8	
T	-15.646383306	-72.259539395	2171.7	
T	-15.646383306	-72.255502688	2175.3	
T	-15.646383306	-72.251465980	2197.3	
T	-15.646383306	-72.247429273	2191.8	
T	-15.646383306	-72.243392565	2278.0	
T	-15.646383306	-72.239355858	2443.1	
T	-15.646383306	-72.235319151	2702.0	
T	-15.646383306	-72.231282443	2955.3	
T	-15.646383306	-72.227245736	3339.4	
T	-15.646383306	-72.223209028	3596.1	
T	-15.646383306	-72.219172321	3557.2	
T	-15.646383306	-72.215135614	3480.4	
T	-15.646383306	-72.211098906	3233.7	
T	-15.646383306	-72.207062199	3453.9	
T	-15.646383306	-72.203025491	3298.1	
T	-15.646383306	-72.198988784	3317.4	
T	-15.646383306	-72.194952077	3070.3	
T	-15.646383306	-72.190915369	3215.8	
T	-15.646383306	-72.186878662	3320.2	
T	-15.646383306	-72.182841954	3370.3	
T	-15.646383306	-72.178805247	3126.7	
T	-15.646383306	-72.174768539	2981.8	
T	-15.646383306	-72.170731832	2792.3	
T	-15.646383306	-72.166695125	2621.5	
T	-15.646383306	-72.162658417	2458.9	
T	-15.646383306	-72.158621710	2175.2	
T	-15.646383306	-72.154585002	1805.9	
T	-15.646383306	-72.150548295	1692.7	
T	-15.646383306	-72.146511588	1941.5	
T	-15.646383306	-72.142474880	2187.3	
T	-15.646383306	-72.138438173	2532.4	
T	-15.646383306	-72.134401465	2787.3	
T	-15.646383306	-72.130364758	2987.4	
T	-15.646383306	-72.126328050	3285.9	
T	-15.646383306	-72.122291343	3358.2	
T	-15.646383306	-72.118254636	3407.0	
T	-15.646383306	-72.114217928	3409.5	
T	-15.646383306	-72.110181221	3414.1	
T	-15.646383306	-72.106144513	3429.4	
T	-15.646383306	-72.102107806	3440.3	
T	-15.646383306	-72.098071099	3468.9	
T	-15.646383306	-72.094034391	3505.3	
T	-15.646383306	-72.089997684	3535.3	
T	-15.646383306	-72.085960976	3595.3	
T	-15.646383306	-72.081924269	3733.6	
T	-15.646383306	-72.077887561	3783.6	
T	-15.646383306	-72.073850854	3795.8	
T	-15.646383306	-72.069814147	3796.0	
T	-15.646383306	-72.065777439	3805.7	
T	-15.646383306	-72.061740732	3824.2	
T	-15.646383306	-72.057704024	3842.2	
T	-15.646383306	-72.053667317	3800.6	
T	-15.646383306	-72.049630610	3791.2	
T	-15.646383306	-72.045593902	3741.9	
T	-15.646383306	-72.041557195	3713.7	
T	-15.646383306	-72.037520487	3765.6	
T	-15.646383306	-72.033483780	3776.6	
T	-15.646383306	-72.029447073	3761.6	
T	-15.646383306	-72.025410365	3800.4	
T	-15.646383306	-72.021373658	3847.9	
T	-15.646383306	-72.017336950	3819.8	
T	-15.646383306	-72.013300243	3822.0	
T	-15.646383306	-72.009263535	3929.0	
T	-15.646383306	-72.005226828	3925.1	
T	-15.646383306	-72.001190121	4057.5	
T	-15.646383306	-71.997153413	4005.7	
T	-15.646383306	-71.993116706	3884.6	
T	-15.646383306	-71.989079998	3988.4	
T	-15.646383306	-71.985043291	3753.6	
T	-15.646383306	-71.981006584	3652.6	
T	-15.646383306	-71.976969876	3566.6	
T	-15.646383306	-71.972933169	3644.9	
T	-15.646383306	-71.968896461	3805.6	
T	-15.646383306	-71.964859754	3941.0	
T	-15.646383306	-71.960823046	3754.8	
T	-15.646383306	-71.956786339	3626.2	
T	-15.646383306	-71.952749632	3703.8	
T	-15.646383306	-71.948712924	3835.7	
T	-15.646383306	-71.944676217	3938.7	
T	-15.646383306	-71.940639509	3960.1	
T	-15.646383306	-71.936602802	4059.3	
T	-15.643048779	-72.332200129	3451.9	
T	-15.643048779	-72.328163421	3486.1	
T	-15.643048779	-72.324126714	3449.5	
T	-15.643048779	-72.320090006	3058.2	
T	-15.643048779	-72.316053299	2792.6	
T	-15.643048779	-72.312016592	2640.7	
T	-15.643048779	-72.307979884	2581.6	
T	-15.643048779	-72.303943177	2720.2	
T	-15.643048779	-72.299906469	2901.2	
T	-15.643048779	-72.295869762	3105.5	
T	-15.643048779	-72.291833054	3219.2	
T	-15.643048779	-72.287796347	3121.2	
T	-15.643048779	-72.283759640	3110.9	
T	-15.643048779	-72.279722932	3170.3	
T	-15.643048779	-72.275686225	2831.2	
T	-15.643048779	-72.271649517	2508.9	
T	-15.643048779	-72.267612810	2374.6	
T	-15.643048779	-72.263576103	2272.2	
T	-15.643048779	-72.259539395	2201.6	
T	-15.643048779	-72.255502688	2219.0	
T	-15.643048779	-72.251465980	2225.2	
T	-15.643048779	-72.247429273	2234.8	
T	-15.643048779	-72.243392565	2382.5	
T	-15.643048779	-72.239355858	2604.4	
T	-15.643048779	-72.235319151	2854.3	
T	-15.643048779	-72.231282443	3179.9	
T	-15.643048779	-72.227245736	3311.5	
T	-15.643048779	-72.223209028	3616.1	
T	-15.643048779	-72.219172321	3802.5	
T	-15.643048779	-72.215135614	3672.2	
T	-15.643048779	-72.211098906	3643.8	
T	-15.643048779	-72.207062199	3631.7	
T	-15.643048779	-72.203025491	3740.0	
T	-15.643048779	-72.198988784	3417.7	
T	-15.643048779	-72.194952077	3257.4	
T	-15.643048779	-72.190915369	3458.3	
T	-15.643048779	-72.186878662	3507.9	
T	-15.643048779	-72.182841954	3599.7	
T	-15.643048779	-72.178805247	3351.6	
T	-15.643048779	-72.174768539	3196.5	
T	-15.643048779	-72.170731832	3053.6	
T	-15.643048779	-72.166695125	2867.6	
T	-15.643048779	-72.162658417	2703.4	
T	-15.643048779	-72.158621710	2324.7	
T	-15.643048779	-72.154585002	2049.9	
T	-15.643048779	-72.150548295	1756.6	
T	-15.643048779	-72.146511588	1735.4	
T	-15.643048779	-72.142474880	1979.3	
T	-15.643048779	-72.138438173	2302.4	
T	-15.643048779	-72.134401465	2565.2	
T	-15.643048779	-72.130364758	2786.7	
T	-15.643048779	-72.126328050	3162.5	
T	-15.643048779	-72.122291343	3330.7	
T	-15.643048779	-72.118254636	3381.1	
T	-15.643048779	-72.114217928	3422.2	
T	-15.643048779	-72.110181221	3452.0	
T	-15.643048779	-72.106144513	3455.1	
T	-15.643048779	-72.102107806	3447.5	
T	-15.643048779	-72.098071099	3469.9	
T	-15.643048779	-72.094034391	3498.1	
T	-15.643048779	-72.089997684	3566.2	
T	-15.643048779	-72.085960976	3727.7	
T	-15.643048779	-72.081924269	3774.4	
T	-15.643048779	-72.077887561	3778.5	
T	-15.643048779	-72.073850854	3804.9	
T	-15.643048779	-72.069814147	3820.2	
T	-15.643048779	-72.065777439	3873.1	
T	-15.643048779	-72.061740732	3843.4	
T	-15.643048779	-72.057704024	3869.6	
T	-15.643048779	-72.053667317	3845.8	
T	-15.643048779	-72.049630610	3791.3	
T	-15.643048779	-72.045593902	3715.2	
T	-15.643048779	-72.041557195	3703.0	
T	-15.643048779	-72.037520487	3745.9	
T	-15.643048779	-72.033483780	3745.6	
T	-15.643048779	-72.029447073	3703.1	
T	-15.643048779	-72.025410365	3646.2	
T	-15.643048779	-72.021373658	3669.3	
T	-15.643048779	-72.017336950	3732.7	
T	-15.643048779	-72.013300243	3753.8	
T	-15.643048779	-72.009263535	3844.4	
T	-15.643048779	-72.005226828	3876.2	
T	-15.643048779	-72.001190121	3834.0	
T	-15.643048779	-71.997153413	3761.2	
T	-15.643048779	-71.993116706	3691.3	
T	-15.643048779	-71.989079998	3762.6	
T	-15.643048779	-71.985043291	3611.4	
T	-15.643048779	-71.981006584	3444.2	
T	-15.643048779	-71.976969876	3433.3	
T	-15.643048779	-71.972933169	3464.3	
T	-15.643048779	-71.968896461	3617.1	
T	-15.643048779	-71.964859754	3804.4	
T	-15.643048779	-71.960823046	3549.4	
T	-15.643048779	-71.956786339	3657.9	
T	-15.643048779	-71.952749632	3703.7	
T	-15.643048779	-71.948712924	3828.3	
T	-15.643048779	-71.944676217	3930.1	
T	-15.643048779	-71.940639509	3898.7	
T	-15.643048779	-71.936602802	3991.6	
T	-15.639714253	-72.332200129	3523.3	
T	-15.639714253	-72.328163421	3606.8	
T	-15.639714253	-72.324126714	3512.7	
T	-15.639714253	-72.320090006	2993.3	
T	-15.639714253	-72.316053299	2773.5	
T	-15.639714253	-72.312016592	2682.8	
T	-15.639714253	-72.307979884	2635.8	
T	-15.639714253	-72.303943177	2732.5	
T	-15.639714253	-72.299906469	2921.5	
T	-15.639714253	-72.295869762	3052.7	
T	-15.639714253	-72.291833054	3202.0	
T	-15.639714253	-72.287796347	3175.9	
T	-15.639714253	-72.283759640	3269.4	
T	-15.639714253	-72.279722932	3077.2	
T	-15.639714253	-72.275686225	2841.0	
T	-15.639714253	-72.271649517	2639.5	
T	-15.639714253	-72.267612810	2401.2	
T	-15.639714253	-72.263576103	2288.5	
T	-15.639714253	-72.259539395	2243.5	
T	-15.639714253	-72.255502688	2262.3	
T	-15.639714253	-72.251465980	2260.5	
T	-15.639714253	-72.247429273	2247.2	
T	-15.639714253	-72.243392565	2377.6	
T	-15.639714253	-72.239355858	2741.6	
T	-15.639714253	-72.235319151	3060.1	
T	-15.639714253	-72.231282443	3347.9	
T	-15.639714253	-72.227245736	3532.3	
T	-15.639714253	-72.223209028	3549.1	
T	-15.639714253	-72.219172321	3658.8	
T	-15.639714253	-72.215135614	3814.2	
T	-15.639714253	-72.211098906	3886.8	
T	-15.639714253	-72.207062199	3889.8	
T	-15.639714253	-72.203025491	3803.0	
T	-15.639714253	-72.198988784	3702.9	
T	-15.639714253	-72.194952077	3539.9	
T	-15.639714253	-72.190915369	3651.0	
T	-15.639714253	-72.186878662	3717.0	
T	-15.639714253	-72.182841954	3828.7	
T	-15.639714253	-72.178805247	3632.5	
T	-15.639714253	-72.174768539	3451.3	
T	-15.639714253	-72.170731832	3225.0	
T	-15.639714253	-72.166695125	3066.8	
T	-15.639714253	-72.162658417	2751.3	
T	-15.639714253	-72.158621710	2469.0	
T	-15.639714253	-72.154585002	2239.4	
T	-15.639714253	-72.150548295	2001.3	
T	-15.639714253	-72.146511588	1768.7	
T	-15.639714253	-72.142474880	1733.1	
T	-15.639714253	-72.138438173	2040.5	
T	-15.639714253	-72.134401465	2391.8	
T	-15.639714253	-72.130364758	2703.8	
T	-15.639714253	-72.126328050	3059.3	
T	-15.639714253	-72.122291343	3088.4	
T	-15.639714253	-72.118254636	3308.0	
T	-15.639714253	-72.114217928	3418.9	
T	-15.639714253	-72.110181221	3427.6	
T	-15.639714253	-72.106144513	3439.6	
T	-15.639714253	-72.102107806	3449.2	
T	-15.639714253	-72.098071099	3463.3	
T	-15.639714253	-72.094034391	3501.0	
T	-15.639714253	-72.089997684	3677.7	
T	-15.639714253	-72.085960976	3662.9	
T	-15.639714253	-72.081924269	3521.0	
T	-15.639714253	-72.077887561	3611.8	
T	-15.639714253	-72.073850854	3740.8	
T	-15.639714253	-72.069814147	3774.2	
T	-15.639714253	-72.065777439	3841.0	
T	-15.639714253	-72.061740732	3815.3	
T	-15.639714253	-72.057704024	3833.6	
T	-15.639714253	-72.053667317	3837.6	
T	-15.639714253	-72.049630610	3783.3	
T	-15.639714253	-72.045593902	3686.2	
T	-15.639714253	-72.041557195	3652.4	
T	-15.639714253	-72.037520487	3657.2	
T	-15.639714253	-72.033483780	3742.1	
T	-15.639714253	-72.029447073	3650.4	
T	-15.639714253	-72.025410365	3671.5	
T	-15.639714253	-72.021373658	3715.8	
T	-15.639714253	-72.017336950	3727.7	
T	-15.639714253	-72.013300243	3808.1	
T	-15.639714253	-72.009263535	3788.3	
T	-15.639714253	-72.005226828	3667.9	
T	-15.639714253	-72.001190121	3588.6	
T	-15.639714253	-71.997153413	3561.8	
T	-15.639714253	-71.993116706	3588.6	
T	-15.639714253	-71.989079998	3673.8	
T	-15.639714253	-71.985043291	3420.9	
T	-15.639714253	-71.981006584	3353.8	
T	-15.639714253	-71.976969876	3356.8	
T	-15.639714253	-71.972933169	3386.7	
T	-15.639714253	-71.968896461	3623.6	
T	-15.639714253	-71.964859754	3706.1	
T	-15.639714253	-71.960823046	3507.0	
T	-15.639714253	-71.956786339	3614.4	
T	-15.639714253	-71.952749632	3672.8	
T	-15.639714253	-71.948712924	3802.5	
T	-15.639714253	-71.944676217	3916.7	
T	-15.639714253	-71.940639509	3874.8	
T	-15.639714253	-71.936602802	3917.7	
T	-15.636379726	-72.332200129	3617.9	
T	-15.636379726	-72.328163421	3731.2	
T	-15.636379726	-72.324126714	3390.9	
T	-15.636379726	-72.320090006	3010.1	
T	-15.636379726	-72.316053299	2880.9	
T	-15.636379726	-72.312016592	2736.9	
T	-15.636379726	-72.307979884	2685.5	
T	-15.636379726	-72.303943177	2727.3	
T	-15.636379726	-72.299906469	2926.4	
T	-15.636379726	-72.295869762	3109.5	
T	-15.636379726	-72.291833054	3224.7	
T	-15.636379726	-72.287796347	3306.8	
T	-15.636379726	-72.283759640	3395.0	
T	-15.636379726	-72.279722932	3262.8	
T	-15.636379726	-72.275686225	3106.1	
T	-15.636379726	-72.271649517	2729.0	
T	-15.636379726	-72.267612810	2395.2	
T	-15.636379726	-72.263576103	2319.0	
T	-15.636379726	-72.259539395	2285.4	
T	-15.636379726	-72.255502688	2314.1	
T	-15.636379726	-72.251465980	2294.1	
T	-15.636379726	-72.247429273	2283.1	
T	-15.636379726	-72.243392565	2403.2	
T	-15.636379726	-72.239355858	2640.9	
T	-15.636379726	-72.235319151	2955.5	
T	-15.636379726	-72.231282443	3230.0	
T	-15.636379726	-72.227245736	3565.0	
T	-15.636379726	-72.223209028	3787.7	
T	-15.636379726	-72.219172321	3873.6	
T	-15.636379726	-72.215135614	3903.4	
T	-15.636379726	-72.211098906	3968.8	
T	-15.636379726	-72.207062199	4131.1	
T	-15.636379726	-72.203025491	3959.4	
T	-15.636379726	-72.198988784	3877.7	
T	-15.636379726	-72.194952077	3824.8	
T	-15.636379726	-72.190915369	3816.3	
T	-15.636379726	-72.186878662	3868.9	
T	-15.636379726	-72.182841954	3961.9	
T	-15.636379726	-72.178805247	3927.2	
T	-15.636379726	-72.174768539	3696.3	
T	-15.636379726	-72.170731832	3409.7	
T	-15.636379726	-72.166695125	3126.9	
T	-15.636379726	-72.162658417	2910.8	
T	-15.636379726	-72.158621710	2724.2	
T	-15.636379726	-72.154585002	2436.3	
T	-15.636379726	-72.150548295	2224.1	
T	-15.636379726	-72.146511588	1979.6	
T	-15.636379726	-72.142474880	1698.7	
T	-15.636379726	-72.138438173	1963.3	
T	-15.636379726	-72.134401465	2387.8	
T	-15.636379726	-72.130364758	2710.4	
T	-15.636379726	-72.126328050	2855.4	
T	-15.636379726	-72.122291343	2845.4	
T	-15.636379726	-72.118254636	3137.8	
T	-15.636379726	-72.114217928	3281.7	
T	-15.636379726	-72.110181221	3258.6	
T	-15.636379726	-72.106144513	3425.3	
T	-15.636379726	-72.102107806	3471.9	
T	-15.636379726	-72.098071099	3484.2	
T	-15.636379726	-72.094034391	3557.3	
T	-15.636379726	-72.089997684	3521.5	
T	-15.636379726	-72.085960976	3378.8	
T	-15.636379726	-72.081924269	3321.5	
T	-15.636379726	-72.077887561	3285.7	
T	-15.636379726	-72.073850854	3590.8	
T	-15.636379726	-72.069814147	3774.7	
T	-15.636379726	-72.065777439	3805.7	
T	-15.636379726	-72.061740732	3751.2	
T	-15.636379726	-72.057704024	3790.5	
T	-15.636379726	-72.053667317	3767.7	
T	-15.636379726	-72.049630610	3719.5	
T	-15.636379726	-72.045593902	3633.8	
T	-15.636379726	-72.041557195	3572.5	
T	-15.636379726	-72.037520487	3588.3	
T	-15.636379726	-72.033483780	3588.2	
T	-15.636379726	-72.029447073	3657.7	
T	-15.636379726	-72.025410365	3764.0	
