type	latitude	longitude	altitude (m)	name
T	-15.556351090	-72.094034391	3118.4	
T	-15.556351090	-72.089997684	2933.0	
T	-15.556351090	-72.085960976	3005.1	
T	-15.556351090	-72.081924269	3271.4	
T	-15.556351090	-72.077887561	3580.7	
T	-15.556351090	-72.073850854	3694.3	
T	-15.556351090	-72.069814147	3825.5	
T	-15.556351090	-72.065777439	3951.2	
T	-15.556351090	-72.061740732	4088.9	
T	-15.556351090	-72.057704024	3843.2	
T	-15.556351090	-72.053667317	3527.7	
T	-15.556351090	-72.049630610	3380.1	
T	-15.556351090	-72.045593902	3281.9	
T	-15.556351090	-72.041557195	3191.6	
T	-15.556351090	-72.037520487	2869.6	
T	-15.556351090	-72.033483780	2677.5	
T	-15.556351090	-72.029447073	2951.0	
T	-15.556351090	-72.025410365	3281.0	
T	-15.556351090	-72.021373658	3447.7	
T	-15.556351090	-72.017336950	3648.4	
T	-15.556351090	-72.013300243	3751.6	
T	-15.556351090	-72.009263535	3455.8	
T	-15.556351090	-72.005226828	3252.5	
T	-15.556351090	-72.001190121	2912.4	
T	-15.556351090	-71.997153413	2612.3	
T	-15.556351090	-71.993116706	2527.6	
T	-15.556351090	-71.989079998	2892.6	
T	-15.556351090	-71.985043291	3256.2	
T	-15.556351090	-71.981006584	3675.3	
T	-15.556351090	-71.976969876	3912.6	
T	-15.556351090	-71.972933169	4047.4	
T	-15.556351090	-71.968896461	4207.7	
T	-15.556351090	-71.964859754	4367.1	
T	-15.556351090	-71.960823046	4634.8	
T	-15.556351090	-71.956786339	4753.9	
T	-15.556351090	-71.952749632	4608.3	
T	-15.556351090	-71.948712924	4418.8	
T	-15.556351090	-71.944676217	4162.8	
T	-15.556351090	-71.940639509	4101.4	
T	-15.556351090	-71.936602802	4100.2	
T	-15.553016564	-72.332200129	3970.2	
T	-15.553016564	-72.328163421	3898.3	
T	-15.553016564	-72.324126714	3893.0	
T	-15.553016564	-72.320090006	3891.9	
T	-15.553016564	-72.316053299	3551.0	
T	-15.553016564	-72.312016592	3420.8	
T	-15.553016564	-72.307979884	3153.6	
T	-15.553016564	-72.303943177	2934.6	
T	-15.553016564	-72.299906469	2938.2	
T	-15.553016564	-72.295869762	2927.4	
T	-15.553016564	-72.291833054	2921.9	
T	-15.553016564	-72.287796347	2922.2	
T	-15.553016564	-72.283759640	2919.9	
T	-15.553016564	-72.279722932	2923.1	
T	-15.553016564	-72.275686225	2922.7	
T	-15.553016564	-72.271649517	2926.0	
T	-15.553016564	-72.267612810	2966.2	
T	-15.553016564	-72.263576103	3041.0	
T	-15.553016564	-72.259539395	3131.7	
T	-15.553016564	-72.255502688	2980.4	
T	-15.553016564	-72.251465980	2952.8	
T	-15.553016564	-72.247429273	2956.2	
T	-15.553016564	-72.243392565	2993.7	
T	-15.553016564	-72.239355858	3086.3	
T	-15.553016564	-72.235319151	3203.1	
T	-15.553016564	-72.231282443	3252.6	
T	-15.553016564	-72.227245736	3310.8	
T	-15.553016564	-72.223209028	3302.1	
T	-15.553016564	-72.219172321	3437.9	
T	-15.553016564	-72.215135614	3701.8	
T	-15.553016564	-72.211098906	4078.8	
T	-15.553016564	-72.207062199	4436.3	
T	-15.553016564	-72.203025491	4707.1	
T	-15.553016564	-72.198988784	4890.6	
T	-15.553016564	-72.194952077	5052.5	
T	-15.553016564	-72.190915369	4954.1	
T	-15.553016564	-72.186878662	4744.0	
T	-15.553016564	-72.182841954	4558.4	
T	-15.553016564	-72.178805247	4426.5	
T	-15.553016564	-72.174768539	4327.3	
T	-15.553016564	-72.170731832	4225.2	
T	-15.553016564	-72.166695125	4062.8	
T	-15.553016564	-72.162658417	3822.0	
T	-15.553016564	-72.158621710	3595.7	
T	-15.553016564	-72.154585002	3509.8	
T	-15.553016564	-72.150548295	3621.2	
T	-15.553016564	-72.146511588	3725.0	
T	-15.553016564	-72.142474880	3897.8	
T	-15.553016564	-72.138438173	3745.0	
T	-15.553016564	-72.134401465	3483.8	
T	-15.553016564	-72.130364758	3229.8	
T	-15.553016564	-72.126328050	2811.7	
T	-15.553016564	-72.122291343	3113.8	
T	-15.553016564	-72.118254636	3378.1	
T	-15.553016564	-72.114217928	3654.8	
T	-15.553016564	-72.110181221	3746.1	
T	-15.553016564	-72.106144513	3544.5	
T	-15.553016564	-72.102107806	3318.5	
T	-15.553016564	-72.098071099	3025.4	
T	-15.553016564	-72.094034391	3295.8	
T	-15.553016564	-72.089997684	3133.6	
T	-15.553016564	-72.085960976	3006.6	
T	-15.553016564	-72.081924269	3282.3	
T	-15.553016564	-72.077887561	3514.6	
T	-15.553016564	-72.073850854	3699.4	
T	-15.553016564	-72.069814147	3871.4	
T	-15.553016564	-72.065777439	4101.5	
T	-15.553016564	-72.061740732	4099.1	
T	-15.553016564	-72.057704024	3817.6	
T	-15.553016564	-72.053667317	3579.3	
T	-15.553016564	-72.049630610	3490.9	
T	-15.553016564	-72.045593902	3438.8	
T	-15.553016564	-72.041557195	3118.2	
T	-15.553016564	-72.037520487	2931.2	
T	-15.553016564	-72.033483780	2961.1	
T	-15.553016564	-72.029447073	3189.5	
T	-15.553016564	-72.025410365	3422.1	
T	-15.553016564	-72.021373658	3720.1	
T	-15.553016564	-72.017336950	3849.1	
T	-15.553016564	-72.013300243	3842.1	
T	-15.553016564	-72.009263535	3629.6	
T	-15.553016564	-72.005226828	3444.4	
T	-15.553016564	-72.001190121	3095.7	
T	-15.553016564	-71.997153413	2831.9	
T	-15.553016564	-71.993116706	2692.8	
T	-15.553016564	-71.989079998	2760.4	
T	-15.553016564	-71.985043291	3093.4	
T	-15.553016564	-71.981006584	3518.4	
T	-15.553016564	-71.976969876	3720.3	
T	-15.553016564	-71.972933169	3918.4	
T	-15.553016564	-71.968896461	4101.9	
T	-15.553016564	-71.964859754	4325.1	
T	-15.553016564	-71.960823046	4598.8	
T	-15.553016564	-71.956786339	4750.4	
T	-15.553016564	-71.952749632	4807.8	
T	-15.553016564	-71.948712924	4638.1	
T	-15.553016564	-71.944676217	4478.7	
T	-15.553016564	-71.940639509	4341.7	
T	-15.553016564	-71.936602802	4521.2	
T	-15.549682037	-72.332200129	3744.3	
T	-15.549682037	-72.328163421	3730.4	
T	-15.549682037	-72.324126714	3670.1	
T	-15.549682037	-72.320090006	3748.8	
T	-15.549682037	-72.316053299	3564.8	
T	-15.549682037	-72.312016592	3330.7	
T	-15.549682037	-72.307979884	3105.7	
T	-15.549682037	-72.303943177	2947.4	
T	-15.549682037	-72.299906469	2940.2	
T	-15.549682037	-72.295869762	2940.9	
T	-15.549682037	-72.291833054	2907.1	
T	-15.549682037	-72.287796347	2903.4	
T	-15.549682037	-72.283759640	2922.9	
T	-15.549682037	-72.279722932	2925.4	
T	-15.549682037	-72.275686225	2923.4	
T	-15.549682037	-72.271649517	2924.8	
T	-15.549682037	-72.267612810	2920.5	
T	-15.549682037	-72.263576103	3185.7	
T	-15.549682037	-72.259539395	3355.0	
T	-15.549682037	-72.255502688	3148.4	
T	-15.549682037	-72.251465980	3034.0	
T	-15.549682037	-72.247429273	3082.2	
T	-15.549682037	-72.243392565	3207.8	
T	-15.549682037	-72.239355858	3302.0	
T	-15.549682037	-72.235319151	3497.0	
T	-15.549682037	-72.231282443	3498.3	
T	-15.549682037	-72.227245736	3561.9	
T	-15.549682037	-72.223209028	3593.7	
T	-15.549682037	-72.219172321	3543.3	
T	-15.549682037	-72.215135614	3684.9	
T	-15.549682037	-72.211098906	4014.2	
T	-15.549682037	-72.207062199	4264.2	
T	-15.549682037	-72.203025491	4525.7	
T	-15.549682037	-72.198988784	4833.1	
T	-15.549682037	-72.194952077	5084.1	
T	-15.549682037	-72.190915369	4923.8	
T	-15.549682037	-72.186878662	4729.9	
T	-15.549682037	-72.182841954	4501.9	
T	-15.549682037	-72.178805247	4311.6	
T	-15.549682037	-72.174768539	4150.8	
T	-15.549682037	-72.170731832	4112.7	
T	-15.549682037	-72.166695125	3897.6	
T	-15.549682037	-72.162658417	3743.6	
T	-15.549682037	-72.158621710	3756.6	
T	-15.549682037	-72.154585002	3746.1	
T	-15.549682037	-72.150548295	3847.5	
T	-15.549682037	-72.146511588	3904.9	
T	-15.549682037	-72.142474880	3971.9	
T	-15.549682037	-72.138438173	3669.0	
T	-15.549682037	-72.134401465	3362.8	
T	-15.549682037	-72.130364758	3074.1	
T	-15.549682037	-72.126328050	2781.2	
T	-15.549682037	-72.122291343	3117.1	
T	-15.549682037	-72.118254636	3449.3	
T	-15.549682037	-72.114217928	3792.9	
T	-15.549682037	-72.110181221	3707.6	
T	-15.549682037	-72.106144513	3420.5	
T	-15.549682037	-72.102107806	3190.9	
T	-15.549682037	-72.098071099	3184.7	
T	-15.549682037	-72.094034391	3428.8	
T	-15.549682037	-72.089997684	3238.1	
T	-15.549682037	-72.085960976	3083.0	
T	-15.549682037	-72.081924269	3345.6	
T	-15.549682037	-72.077887561	3590.2	
T	-15.549682037	-72.073850854	3811.3	
T	-15.549682037	-72.069814147	4018.1	
T	-15.549682037	-72.065777439	4210.2	
T	-15.549682037	-72.061740732	4064.1	
T	-15.549682037	-72.057704024	3890.9	
T	-15.549682037	-72.053667317	3774.9	
T	-15.549682037	-72.049630610	3671.5	
T	-15.549682037	-72.045593902	3407.6	
T	-15.549682037	-72.041557195	3224.7	
T	-15.549682037	-72.037520487	3072.0	
T	-15.549682037	-72.033483780	3241.4	
T	-15.549682037	-72.029447073	3427.0	
T	-15.549682037	-72.025410365	3672.6	
T	-15.549682037	-72.021373658	3961.4	
T	-15.549682037	-72.017336950	4095.2	
T	-15.549682037	-72.013300243	4065.5	
T	-15.549682037	-72.009263535	3852.7	
T	-15.549682037	-72.005226828	3588.2	
T	-15.549682037	-72.001190121	3287.1	
T	-15.549682037	-71.997153413	3027.6	
T	-15.549682037	-71.993116706	2874.2	
T	-15.549682037	-71.989079998	2737.7	
T	-15.549682037	-71.985043291	3083.1	
T	-15.549682037	-71.981006584	3520.8	
T	-15.549682037	-71.976969876	3747.2	
T	-15.549682037	-71.972933169	4030.9	
T	-15.549682037	-71.968896461	4273.7	
T	-15.549682037	-71.964859754	4317.3	
T	-15.549682037	-71.960823046	4455.0	
T	-15.549682037	-71.956786339	4663.8	
T	-15.549682037	-71.952749632	4831.0	
T	-15.549682037	-71.948712924	4764.4	
T	-15.549682037	-71.944676217	4681.5	
T	-15.549682037	-71.940639509	4600.1	
T	-15.549682037	-71.936602802	4727.2	
T	-15.546347511	-72.332200129	3551.1	
T	-15.546347511	-72.328163421	3558.5	
T	-15.546347511	-72.324126714	3594.5	
T	-15.546347511	-72.320090006	3559.6	
T	-15.546347511	-72.316053299	3585.2	
T	-15.546347511	-72.312016592	3290.3	
T	-15.546347511	-72.307979884	3055.2	
T	-15.546347511	-72.303943177	2971.0	
T	-15.546347511	-72.299906469	2960.9	
T	-15.546347511	-72.295869762	2957.4	
T	-15.546347511	-72.291833054	2928.0	
T	-15.546347511	-72.287796347	2926.0	
T	-15.546347511	-72.283759640	2929.1	
T	-15.546347511	-72.279722932	2921.0	
T	-15.546347511	-72.275686225	2926.0	
T	-15.546347511	-72.271649517	2926.6	
T	-15.546347511	-72.267612810	2929.9	
T	-15.546347511	-72.263576103	3036.2	
T	-15.546347511	-72.259539395	3393.7	
T	-15.546347511	-72.255502688	3402.7	
T	-15.546347511	-72.251465980	3267.5	
T	-15.546347511	-72.247429273	3187.0	
T	-15.546347511	-72.243392565	3518.3	
T	-15.546347511	-72.239355858	3462.0	
T	-15.546347511	-72.235319151	3704.3	
T	-15.546347511	-72.231282443	3762.4	
T	-15.546347511	-72.227245736	3790.6	
T	-15.546347511	-72.223209028	3965.3	
T	-15.546347511	-72.219172321	3915.8	
T	-15.546347511	-72.215135614	3703.6	
T	-15.546347511	-72.211098906	3955.0	
T	-15.546347511	-72.207062199	4247.9	
T	-15.546347511	-72.203025491	4593.2	
T	-15.546347511	-72.198988784	4885.4	
T	-15.546347511	-72.194952077	5032.7	
T	-15.546347511	-72.190915369	4840.7	
T	-15.546347511	-72.186878662	4629.7	
T	-15.546347511	-72.182841954	4442.4	
T	-15.546347511	-72.178805247	4301.9	
T	-15.546347511	-72.174768539	4157.2	
T	-15.546347511	-72.170731832	4017.9	
T	-15.546347511	-72.166695125	3897.6	
T	-15.546347511	-72.162658417	3995.2	
T	-15.546347511	-72.158621710	3998.1	
T	-15.546347511	-72.154585002	3832.4	
T	-15.546347511	-72.150548295	4073.4	
T	-15.546347511	-72.146511588	4151.5	
T	-15.546347511	-72.142474880	4030.7	
T	-15.546347511	-72.138438173	3784.2	
T	-15.546347511	-72.134401465	3450.7	
T	-15.546347511	-72.130364758	3174.2	
T	-15.546347511	-72.126328050	2859.1	
T	-15.546347511	-72.122291343	3188.9	
T	-15.546347511	-72.118254636	3454.9	
T	-15.546347511	-72.114217928	3806.2	
T	-15.546347511	-72.110181221	3668.8	
T	-15.546347511	-72.106144513	3413.8	
T	-15.546347511	-72.102107806	3162.2	
T	-15.546347511	-72.098071099	3405.8	
T	-15.546347511	-72.094034391	3516.7	
T	-15.546347511	-72.089997684	3352.5	
T	-15.546347511	-72.085960976	3111.3	
T	-15.546347511	-72.081924269	3330.9	
T	-15.546347511	-72.077887561	3581.4	
T	-15.546347511	-72.073850854	3797.5	
T	-15.546347511	-72.069814147	4089.4	
T	-15.546347511	-72.065777439	4216.9	
T	-15.546347511	-72.061740732	4095.8	
T	-15.546347511	-72.057704024	4022.4	
T	-15.546347511	-72.053667317	3796.9	
T	-15.546347511	-72.049630610	3715.2	
T	-15.546347511	-72.045593902	3554.6	
T	-15.546347511	-72.041557195	3273.5	
T	-15.546347511	-72.037520487	3305.9	
T	-15.546347511	-72.033483780	3401.2	
T	-15.546347511	-72.029447073	3659.2	
T	-15.546347511	-72.025410365	3812.8	
T	-15.546347511	-72.021373658	4086.6	
T	-15.546347511	-72.017336950	4282.2	
T	-15.546347511	-72.013300243	4027.4	
T	-15.546347511	-72.009263535	3803.2	
T	-15.546347511	-72.005226828	3496.4	
T	-15.546347511	-72.001190121	3097.4	
T	-15.546347511	-71.997153413	2811.4	
T	-15.546347511	-71.993116706	2857.6	
T	-15.546347511	-71.989079998	2880.7	
T	-15.546347511	-71.985043291	3261.4	
T	-15.546347511	-71.981006584	3666.4	
T	-15.546347511	-71.976969876	3647.6	
T	-15.546347511	-71.972933169	3874.1	
T	-15.546347511	-71.968896461	4269.2	
T	-15.546347511	-71.964859754	4437.2	
T	-15.546347511	-71.960823046	4547.1	
T	-15.546347511	-71.956786339	4557.8	
T	-15.546347511	-71.952749632	4720.9	
T	-15.546347511	-71.948712924	4801.9	
T	-15.546347511	-71.944676217	4829.4	
T	-15.546347511	-71.940639509	4832.2	
T	-15.546347511	-71.936602802	4858.9	
T	-15.543012984	-72.332200129	3390.9	
T	-15.543012984	-72.328163421	3406.6	
T	-15.543012984	-72.324126714	3532.3	
T	-15.543012984	-72.320090006	3418.7	
T	-15.543012984	-72.316053299	3540.5	
T	-15.543012984	-72.312016592	3228.5	
T	-15.543012984	-72.307979884	3092.5	
T	-15.543012984	-72.303943177	3035.5	
T	-15.543012984	-72.299906469	3017.9	
T	-15.543012984	-72.295869762	3006.8	
T	-15.543012984	-72.291833054	2948.9	
T	-15.543012984	-72.287796347	2970.6	
T	-15.543012984	-72.283759640	2958.9	
T	-15.543012984	-72.279722932	2931.3	
T	-15.543012984	-72.275686225	2941.6	
T	-15.543012984	-72.271649517	2929.1	
T	-15.543012984	-72.267612810	2935.3	
T	-15.543012984	-72.263576103	3028.8	
T	-15.543012984	-72.259539395	3472.3	
T	-15.543012984	-72.255502688	3621.2	
T	-15.543012984	-72.251465980	3504.2	
T	-15.543012984	-72.247429273	3423.9	
T	-15.543012984	-72.243392565	3644.7	
T	-15.543012984	-72.239355858	3751.3	
T	-15.543012984	-72.235319151	3797.6	
T	-15.543012984	-72.231282443	4030.0	
T	-15.543012984	-72.227245736	3995.0	
T	-15.543012984	-72.223209028	4160.8	
T	-15.543012984	-72.219172321	4196.5	
T	-15.543012984	-72.215135614	3962.3	
T	-15.543012984	-72.211098906	4007.1	
T	-15.543012984	-72.207062199	4222.1	
T	-15.543012984	-72.203025491	4527.6	
T	-15.543012984	-72.198988784	4847.6	
T	-15.543012984	-72.194952077	4873.9	
T	-15.543012984	-72.190915369	4694.3	
T	-15.543012984	-72.186878662	4540.7	
T	-15.543012984	-72.182841954	4420.2	
T	-15.543012984	-72.178805247	4264.4	
T	-15.543012984	-72.174768539	4156.1	
T	-15.543012984	-72.170731832	3980.9	
T	-15.543012984	-72.166695125	4127.3	
T	-15.543012984	-72.162658417	4256.3	
T	-15.543012984	-72.158621710	3992.9	
T	-15.543012984	-72.154585002	3997.6	
T	-15.543012984	-72.150548295	4233.8	
T	-15.543012984	-72.146511588	4226.8	
T	-15.543012984	-72.142474880	4008.4	
T	-15.543012984	-72.138438173	3757.1	
T	-15.543012984	-72.134401465	3495.7	
T	-15.543012984	-72.130364758	3245.3	
T	-15.543012984	-72.126328050	2943.3	
T	-15.543012984	-72.122291343	3257.5	
T	-15.543012984	-72.118254636	3575.6	
T	-15.543012984	-72.114217928	3901.0	
T	-15.543012984	-72.110181221	3772.5	
T	-15.543012984	-72.106144513	3464.6	
T	-15.543012984	-72.102107806	3255.0	
T	-15.543012984	-72.098071099	3533.4	
T	-15.543012984	-72.094034391	3620.8	
T	-15.543012984	-72.089997684	3440.2	
T	-15.543012984	-72.085960976	3259.0	
T	-15.543012984	-72.081924269	3281.5	
T	-15.543012984	-72.077887561	3555.9	
T	-15.543012984	-72.073850854	3803.6	
T	-15.543012984	-72.069814147	4110.0	
T	-15.543012984	-72.065777439	4262.8	
T	-15.543012984	-72.061740732	4173.1	
T	-15.543012984	-72.057704024	4015.1	
T	-15.543012984	-72.053667317	3970.6	
T	-15.543012984	-72.049630610	3871.5	
T	-15.543012984	-72.045593902	3680.6	
T	-15.543012984	-72.041557195	3425.7	
T	-15.543012984	-72.037520487	3487.6	
T	-15.543012984	-72.033483780	3619.7	
T	-15.543012984	-72.029447073	3823.8	
T	-15.543012984	-72.025410365	3979.6	
T	-15.543012984	-72.021373658	4172.6	
T	-15.543012984	-72.017336950	4187.5	
T	-15.543012984	-72.013300243	4024.3	
T	-15.543012984	-72.009263535	3620.0	
T	-15.543012984	-72.005226828	3368.5	
T	-15.543012984	-72.001190121	2994.9	
T	-15.543012984	-71.997153413	2904.5	
T	-15.543012984	-71.993116706	3200.6	
T	-15.543012984	-71.989079998	3178.9	
T	-15.543012984	-71.985043291	3373.8	
T	-15.543012984	-71.981006584	3706.1	
T	-15.543012984	-71.976969876	3860.4	
T	-15.543012984	-71.972933169	3789.9	
T	-15.543012984	-71.968896461	4050.5	
T	-15.543012984	-71.964859754	4383.9	
T	-15.543012984	-71.960823046	4632.0	
T	-15.543012984	-71.956786339	4707.8	
T	-15.543012984	-71.952749632	4725.2	
T	-15.543012984	-71.948712924	4776.0	
T	-15.543012984	-71.944676217	4936.7	
T	-15.543012984	-71.940639509	4976.2	
T	-15.543012984	-71.936602802	4783.5	
T	-15.539678458	-72.332200129	3389.7	
T	-15.539678458	-72.328163421	3378.6	
T	-15.539678458	-72.324126714	3513.2	
T	-15.539678458	-72.320090006	3411.9	
T	-15.539678458	-72.316053299	3337.4	
T	-15.539678458	-72.312016592	3159.8	
T	-15.539678458	-72.307979884	3127.4	
T	-15.539678458	-72.303943177	3088.8	
T	-15.539678458	-72.299906469	3061.4	
T	-15.539678458	-72.295869762	3048.0	
T	-15.539678458	-72.291833054	3018.4	
T	-15.539678458	-72.287796347	3015.2	
T	-15.539678458	-72.283759640	2983.3	
T	-15.539678458	-72.279722932	2968.7	
T	-15.539678458	-72.275686225	2956.5	
T	-15.539678458	-72.271649517	2943.2	
T	-15.539678458	-72.267612810	2939.0	
T	-15.539678458	-72.263576103	3034.5	
T	-15.539678458	-72.259539395	3408.9	
T	-15.539678458	-72.255502688	3692.2	
T	-15.539678458	-72.251465980	3739.7	
T	-15.539678458	-72.247429273	3678.0	
T	-15.539678458	-72.243392565	3860.0	
T	-15.539678458	-72.239355858	4038.0	
T	-15.539678458	-72.235319151	4070.9	
T	-15.539678458	-72.231282443	4178.2	
T	-15.539678458	-72.227245736	4288.6	
T	-15.539678458	-72.223209028	4318.1	
T	-15.539678458	-72.219172321	4424.4	
T	-15.539678458	-72.215135614	4290.3	
T	-15.539678458	-72.211098906	4294.0	
T	-15.539678458	-72.207062199	4328.5	
T	-15.539678458	-72.203025491	4561.8	
T	-15.539678458	-72.198988784	4872.2	
T	-15.539678458	-72.194952077	4920.7	
T	-15.539678458	-72.190915369	4763.5	
T	-15.539678458	-72.186878662	4615.4	
T	-15.539678458	-72.182841954	4413.0	
T	-15.539678458	-72.178805247	4277.6	
T	-15.539678458	-72.174768539	4096.5	
T	-15.539678458	-72.170731832	4172.8	
T	-15.539678458	-72.166695125	4306.3	
T	-15.539678458	-72.162658417	4242.6	
T	-15.539678458	-72.158621710	3919.6	
T	-15.539678458	-72.154585002	4105.0	
T	-15.539678458	-72.150548295	4370.3	
T	-15.539678458	-72.146511588	4373.3	
T	-15.539678458	-72.142474880	4123.3	
T	-15.539678458	-72.138438173	3840.8	
T	-15.539678458	-72.134401465	3508.6	
T	-15.539678458	-72.130364758	3243.6	
T	-15.539678458	-72.126328050	3040.7	
T	-15.539678458	-72.122291343	3472.9	
T	-15.539678458	-72.118254636	3676.9	
T	-15.539678458	-72.114217928	3974.9	
T	-15.539678458	-72.110181221	3852.9	
T	-15.539678458	-72.106144513	3566.4	
T	-15.539678458	-72.102107806	3316.3	
T	-15.539678458	-72.098071099	3559.5	
T	-15.539678458	-72.094034391	3738.8	
T	-15.539678458	-72.089997684	3556.9	
T	-15.539678458	-72.085960976	3419.4	
T	-15.539678458	-72.081924269	3327.6	
T	-15.539678458	-72.077887561	3523.8	
T	-15.539678458	-72.073850854	3804.0	
T	-15.539678458	-72.069814147	4065.4	
T	-15.539678458	-72.065777439	4316.0	
T	-15.539678458	-72.061740732	4200.3	
T	-15.539678458	-72.057704024	4087.5	
T	-15.539678458	-72.053667317	4121.9	
T	-15.539678458	-72.049630610	4043.7	
T	-15.539678458	-72.045593902	3808.2	
T	-15.539678458	-72.041557195	3647.8	
T	-15.539678458	-72.037520487	3712.6	
T	-15.539678458	-72.033483780	3860.5	
T	-15.539678458	-72.029447073	3971.1	
T	-15.539678458	-72.025410365	4220.6	
T	-15.539678458	-72.021373658	4376.8	
T	-15.539678458	-72.017336950	4123.9	
T	-15.539678458	-72.013300243	3856.5	
T	-15.539678458	-72.009263535	3520.8	
T	-15.539678458	-72.005226828	3217.0	
T	-15.539678458	-72.001190121	2977.9	
T	-15.539678458	-71.997153413	3064.0	
T	-15.539678458	-71.993116706	3559.2	
T	-15.539678458	-71.989079998	3509.8	
T	-15.539678458	-71.985043291	3537.2	
T	-15.539678458	-71.981006584	3834.6	
T	-15.539678458	-71.976969876	4070.0	
T	-15.539678458	-71.972933169	3856.9	
T	-15.539678458	-71.968896461	3989.5	
T	-15.539678458	-71.964859754	4256.3	
T	-15.539678458	-71.960823046	4532.8	
T	-15.539678458	-71.956786339	4699.0	
T	-15.539678458	-71.952749632	4883.3	
T	-15.539678458	-71.948712924	4938.9	
T	-15.539678458	-71.944676217	4968.8	
T	-15.539678458	-71.940639509	4983.4	
T	-15.539678458	-71.936602802	4908.1	
T	-15.536343931	-72.332200129	3405.0	
T	-15.536343931	-72.328163421	3382.7	
T	-15.536343931	-72.324126714	3364.9	
T	-15.536343931	-72.320090006	3315.3	
T	-15.536343931	-72.316053299	3216.6	
T	-15.536343931	-72.312016592	3230.7	
T	-15.536343931	-72.307979884	3189.1	
T	-15.536343931	-72.303943177	3126.7	
T	-15.536343931	-72.299906469	3094.0	
T	-15.536343931	-72.295869762	3042.4	
T	-15.536343931	-72.291833054	3065.8	
T	-15.536343931	-72.287796347	3107.9	
T	-15.536343931	-72.283759640	3021.6	
T	-15.536343931	-72.279722932	3000.5	
T	-15.536343931	-72.275686225	2949.6	
T	-15.536343931	-72.271649517	2947.1	
T	-15.536343931	-72.267612810	2940.1	
T	-15.536343931	-72.263576103	2963.2	
T	-15.536343931	-72.259539395	3289.1	
T	-15.536343931	-72.255502688	3564.7	
T	-15.536343931	-72.251465980	3725.6	
T	-15.536343931	-72.247429273	3848.1	
T	-15.536343931	-72.243392565	3982.7	
T	-15.536343931	-72.239355858	4165.5	
T	-15.536343931	-72.235319151	4309.1	
T	-15.536343931	-72.231282443	4346.4	
T	-15.536343931	-72.227245736	4515.1	
T	-15.536343931	-72.223209028	4517.3	
T	-15.536343931	-72.219172321	4660.4	
T	-15.536343931	-72.215135614	4515.3	
T	-15.536343931	-72.211098906	4513.2	
T	-15.536343931	-72.207062199	4495.7	
T	-15.536343931	-72.203025491	4639.0	
T	-15.536343931	-72.198988784	4897.1	
T	-15.536343931	-72.194952077	4913.1	
T	-15.536343931	-72.190915369	4710.2	
T	-15.536343931	-72.186878662	4556.0	
T	-15.536343931	-72.182841954	4456.3	
T	-15.536343931	-72.178805247	4217.6	
T	-15.536343931	-72.174768539	4245.0	
T	-15.536343931	-72.170731832	4385.8	
T	-15.536343931	-72.166695125	4479.7	
T	-15.536343931	-72.162658417	4170.0	
T	-15.536343931	-72.158621710	4059.6	
T	-15.536343931	-72.154585002	4237.1	
T	-15.536343931	-72.150548295	4445.3	
T	-15.536343931	-72.146511588	4444.8	
T	-15.536343931	-72.142474880	4180.9	
T	-15.536343931	-72.138438173	3885.4	
T	-15.536343931	-72.134401465	3617.8	
T	-15.536343931	-72.130364758	3324.3	
T	-15.536343931	-72.126328050	3189.3	
T	-15.536343931	-72.122291343	3456.7	
T	-15.536343931	-72.118254636	3698.1	
T	-15.536343931	-72.114217928	3963.1	
T	-15.536343931	-72.110181221	3928.3	
T	-15.536343931	-72.106144513	3658.0	
T	-15.536343931	-72.102107806	3423.0	
T	-15.536343931	-72.098071099	3660.3	
T	-15.536343931	-72.094034391	3813.3	
T	-15.536343931	-72.089997684	3693.4	
T	-15.536343931	-72.085960976	3604.2	
T	-15.536343931	-72.081924269	3422.0	
T	-15.536343931	-72.077887561	3612.2	
T	-15.536343931	-72.073850854	3901.9	
T	-15.536343931	-72.069814147	4143.7	
T	-15.536343931	-72.065777439	4356.7	
T	-15.536343931	-72.061740732	4327.8	
T	-15.536343931	-72.057704024	4272.9	
T	-15.536343931	-72.053667317	4332.0	
T	-15.536343931	-72.049630610	4227.5	
T	-15.536343931	-72.045593902	3977.0	
T	-15.536343931	-72.041557195	3868.7	
T	-15.536343931	-72.037520487	3968.3	
T	-15.536343931	-72.033483780	4088.0	
T	-15.536343931	-72.029447073	4191.7	
T	-15.536343931	-72.025410365	4367.9	
T	-15.536343931	-72.021373658	4347.0	
T	-15.536343931	-72.017336950	4039.8	
T	-15.536343931	-72.013300243	3737.2	
T	-15.536343931	-72.009263535	3681.5	
T	-15.536343931	-72.005226828	3435.4	
T	-15.536343931	-72.001190121	3052.2	
T	-15.536343931	-71.997153413	3245.0	
T	-15.536343931	-71.993116706	3699.4	
T	-15.536343931	-71.989079998	3823.7	
T	-15.536343931	-71.985043291	3743.2	
T	-15.536343931	-71.981006584	3917.4	
T	-15.536343931	-71.976969876	4257.9	
T	-15.536343931	-71.972933169	4043.7	
T	-15.536343931	-71.968896461	3906.8	
T	-15.536343931	-71.964859754	4134.5	
T	-15.536343931	-71.960823046	4372.7	
T	-15.536343931	-71.956786339	4600.6	
T	-15.536343931	-71.952749632	4711.2	
T	-15.536343931	-71.948712924	4964.9	
T	-15.536343931	-71.944676217	4971.6	
T	-15.536343931	-71.940639509	5039.7	
T	-15.536343931	-71.936602802	4984.3	
T	-15.533009405	-72.332200129	3404.2	
